,0
0,3.0009902215620747
1,3.0009902215620747
2,3.1233689205219455
3,2.969921104536489
4,1.0151515151515151
5,3.0009902215620747
6,3.8615384615384616
7,2.8345146379044683
8,2.990731204943357
9,3.8615384615384616
10,3.0009902215620747
11,4.921875
12,2.010482180293501
13,3.0009902215620747
14,2.969921104536489
15,3.0009902215620747
16,3.9737991266375547
17,3.9737991266375547
18,2.8345146379044683
19,3.0009902215620747
20,3.9737991266375547
21,2.8345146379044683
22,3.0009902215620747
23,3.0206489675516224
24,3.0009902215620747
25,3.9737991266375547
26,2.929328621908127
27,2.990731204943357
28,2.9499072356215215
29,1.9791666666666667
30,2.8345146379044683
31,3.0009902215620747
32,3.1233689205219455
33,2.990731204943357
34,2.990731204943357
35,2.8345146379044683
36,3.9562043795620436
37,2.8345146379044683
38,5.967479674796748
39,2.8345146379044683
40,3.9737991266375547
41,2.8345146379044683
42,3.0009902215620747
43,1.9868131868131869
44,3.0009902215620747
45,3.1233689205219455
46,3.973333333333333
47,2.8345146379044683
48,1.0264550264550265
49,2.8345146379044683
50,4.921875
51,3.0009902215620747
52,3.0009902215620747
53,2.891304347826087
54,2.010482180293501
55,3.0009902215620747
56,2.0328947368421053
57,3.0009902215620747
58,2.9499072356215215
59,4.0078125
60,4.921875
61,3.9737991266375547
62,3.1233689205219455
63,4.0078125
64,1.9868131868131869
65,1.0264550264550265
66,2.0
67,2.969921104536489
68,3.9539007092198584
69,2.010482180293501
70,3.9737991266375547
71,3.9213197969543145
72,1.0264550264550265
73,2.986919555264879
74,2.010482180293501
75,2.9499072356215215
76,2.010482180293501
77,3.0009902215620747
78,4.921875
79,1.9868131868131869
80,2.8345146379044683
81,4.950819672131147
82,3.0009902215620747
83,3.9737991266375547
84,3.9737991266375547
85,2.929328621908127
86,2.8345146379044683
87,3.8615384615384616
88,2.027586206896552
89,3.9737991266375547
90,2.969921104536489
91,3.1233689205219455
92,2.986919555264879
93,3.9737991266375547
94,3.0
95,2.9946236559139785
96,1.9791666666666667
97,3.9539007092198584
98,4.921875
99,2.010482180293501
100,2.010482180293501
101,3.9737991266375547
102,2.8345146379044683
103,2.0
104,2.010482180293501
105,3.0009902215620747
106,3.0009902215620747
107,2.990731204943357
108,3.74
109,3.0009902215620747
110,3.0009902215620747
111,2.990731204943357
112,3.9444444444444446
113,3.9737991266375547
114,3.9737991266375547
115,2.8345146379044683
116,3.9737991266375547
117,2.8345146379044683
118,2.990731204943357
119,3.0009902215620747
120,3.0009902215620747
121,1.0050761421319796
122,3.9737991266375547
123,3.0009902215620747
124,3.9539007092198584
125,2.010482180293501
126,2.010482180293501
127,2.990731204943357
128,2.990731204943357
129,4.921875
130,3.059925093632959
131,3.0009902215620747
132,3.0009902215620747
133,3.0009902215620747
134,2.9499072356215215
135,3.9539007092198584
136,2.990731204943357
137,3.973333333333333
138,3.1233689205219455
139,2.0273972602739727
140,4.943157894736842
141,3.0009902215620747
142,2.8345146379044683
143,2.010482180293501
144,3.9737991266375547
145,3.0727272727272728
146,2.986919555264879
147,3.8260869565217392
148,2.8345146379044683
149,3.0009902215620747
150,3.0009902215620747
151,3.0009902215620747
152,2.8345146379044683
153,2.969921104536489
154,2.990731204943357
155,4.0078125
156,3.0009902215620747
157,2.8345146379044683
158,3.9737991266375547
159,3.9833333333333334
160,3.9539007092198584
161,3.0009902215620747
162,3.0009902215620747
163,3.0009902215620747
164,2.990731204943357
165,3.9737991266375547
166,2.986919555264879
167,2.990731204943357
168,3.9539007092198584
169,1.9411764705882353
170,2.010482180293501
171,3.0009902215620747
172,3.9539007092198584
173,3.0009902215620747
174,3.9562043795620436
175,3.9737991266375547
176,1.9868131868131869
177,2.0273972602739727
178,3.0009902215620747
179,2.010482180293501
180,2.969921104536489
181,3.9737991266375547
182,3.0009902215620747
183,2.010482180293501
184,2.0
185,2.010482180293501
186,3.0009902215620747
187,3.0009902215620747
188,1.0264550264550265
189,2.8345146379044683
190,3.0009902215620747
191,2.010482180293501
192,5.967479674796748
193,1.9868131868131869
194,3.0009902215620747
195,4.03125
196,2.0328947368421053
197,2.010482180293501
198,3.0206489675516224
199,3.0009902215620747
200,3.9213197969543145
201,2.969921104536489
202,3.0009902215620747
203,3.0009902215620747
204,3.0009902215620747
205,3.0009902215620747
206,3.9444444444444446
207,2.010482180293501
208,1.9868131868131869
209,3.9737991266375547
210,2.986919555264879
211,2.9499072356215215
212,3.9737991266375547
213,3.0009902215620747
214,3.1233689205219455
215,1.0264550264550265
216,3.0009902215620747
217,3.0009902215620747
218,1.8571428571428572
219,2.986919555264879
220,3.9737991266375547
221,3.9213197969543145
222,2.986919555264879
223,2.8345146379044683
224,3.9563318777292578
225,2.990731204943357
226,3.9737991266375547
227,2.8345146379044683
228,2.986919555264879
229,4.0
230,3.0009902215620747
231,4.921875
232,2.9946236559139785
233,2.0
234,4.950819672131147
235,3.9737991266375547
236,2.8345146379044683
237,2.8345146379044683
238,3.0009902215620747
239,2.8345146379044683
240,4.921875
241,2.0328947368421053
242,4.943157894736842
243,3.9528795811518322
244,1.9868131868131869
245,3.9528795811518322
246,2.010482180293501
247,2.010482180293501
248,3.0009902215620747
249,3.1233689205219455
250,3.9539007092198584
251,2.0273972602739727
252,3.0009902215620747
253,1.0
254,2.969921104536489
255,2.8345146379044683
256,2.010482180293501
257,3.0
258,3.9528795811518322
259,1.0050761421319796
260,3.0009902215620747
261,2.986919555264879
262,2.010482180293501
263,3.0009902215620747
264,2.010482180293501
265,1.0050761421319796
266,2.929328621908127
267,2.010482180293501
268,3.0009902215620747
269,2.010482180293501
270,2.027586206896552
271,4.943157894736842
272,2.986919555264879
273,2.8345146379044683
274,4.0
275,2.8345146379044683
276,2.0273972602739727
277,3.0009902215620747
278,2.969921104536489
279,4.92
280,2.8345146379044683
281,2.010482180293501
282,2.969921104536489
283,2.986919555264879
284,2.969921104536489
285,3.0009902215620747
286,4.0
287,2.8345146379044683
288,2.8345146379044683
289,2.990731204943357
290,3.0009902215620747
291,2.0
292,4.943157894736842
293,2.0
294,2.990731204943357
295,5.0
296,2.9946236559139785
297,3.1233689205219455
298,2.8345146379044683
299,3.0009902215620747
300,3.9737991266375547
301,2.9499072356215215
302,2.990731204943357
303,4.0
304,2.990731204943357
305,2.8345146379044683
306,2.8345146379044683
307,1.1666666666666667
308,3.0009902215620747
309,3.9562043795620436
310,2.990731204943357
311,3.9737991266375547
312,2.969921104536489
313,2.969921104536489
314,2.010482180293501
315,2.990731204943357
316,3.0009902215620747
317,2.990731204943357
318,2.8345146379044683
319,3.1233689205219455
320,3.0009902215620747
321,3.0009902215620747
322,3.0009902215620747
323,3.0009902215620747
324,3.059925093632959
325,2.969921104536489
326,3.0009902215620747
327,2.8345146379044683
328,1.9868131868131869
329,2.010482180293501
330,3.1233689205219455
331,7.666666666666667
332,3.0206489675516224
333,2.969921104536489
334,2.8345146379044683
335,3.0952380952380953
336,3.9846153846153847
337,3.0009902215620747
338,2.0
339,3.0009902215620747
340,3.0
341,3.0009902215620747
342,2.969921104536489
343,2.9946236559139785
344,2.010482180293501
345,2.990731204943357
346,5.0
347,2.7058823529411766
348,3.1233689205219455
349,1.0264550264550265
350,3.0009902215620747
351,3.0009902215620747
352,3.0009902215620747
353,2.8345146379044683
354,3.841666666666667
355,2.986919555264879
356,2.986919555264879
357,2.990731204943357
358,2.0273972602739727
359,3.0009902215620747
360,3.1233689205219455
361,3.0009902215620747
362,2.990731204943357
363,3.0009902215620747
364,2.8345146379044683
365,2.010482180293501
366,3.0009902215620747
367,3.0009902215620747
368,2.010482180293501
369,4.943157894736842
370,2.990731204943357
371,2.969921104536489
372,4.950819672131147
373,2.027586206896552
374,1.0
375,3.9737991266375547
376,2.990731204943357
377,2.0273972602739727
378,3.9737991266375547
379,3.851063829787234
380,3.0009902215620747
381,3.0009902215620747
382,1.9868131868131869
383,3.0009902215620747
384,2.8345146379044683
385,3.9539007092198584
386,2.010482180293501
387,4.921875
388,2.010482180293501
389,3.0009902215620747
390,2.9946236559139785
391,2.969921104536489
392,2.8345146379044683
393,3.9737991266375547
394,2.986919555264879
395,3.0009902215620747
396,3.0009902215620747
397,2.986919555264879
398,3.0009902215620747
399,2.929328621908127
400,3.9737991266375547
401,3.0009902215620747
402,2.010482180293501
403,3.0009902215620747
404,2.0273972602739727
405,2.010482180293501
406,2.027586206896552
407,3.0009902215620747
408,2.8345146379044683
409,3.0009902215620747
410,1.0264550264550265
411,1.92
412,4.921875
413,2.986919555264879
414,2.0328947368421053
415,2.969921104536489
416,3.9737991266375547
417,3.0009902215620747
418,2.010482180293501
419,3.0009902215620747
420,3.1233689205219455
421,2.010482180293501
422,3.8615384615384616
423,3.942857142857143
424,2.8345146379044683
425,3.0009902215620747
426,2.010482180293501
427,3.0009902215620747
428,5.967479674796748
429,2.010482180293501
430,2.9946236559139785
431,4.943157894736842
432,2.010482180293501
433,3.9737991266375547
434,3.0009902215620747
435,2.969921104536489
436,3.0009902215620747
437,1.0264550264550265
438,3.059925093632959
439,3.851063829787234
440,3.9563318777292578
441,3.973333333333333
442,2.8345146379044683
443,2.990731204943357
444,3.0009902215620747
445,3.9737991266375547
446,2.010482180293501
447,3.9737991266375547
448,3.9213197969543145
449,2.8345146379044683
450,2.990731204943357
451,2.010482180293501
452,2.0
453,2.0328947368421053
454,3.9213197969543145
455,3.0009902215620747
456,3.9539007092198584
457,2.010482180293501
458,2.010482180293501
459,2.8345146379044683
460,3.0009902215620747
461,3.0009902215620747
462,3.9737991266375547
463,3.059925093632959
464,3.0009902215620747
465,3.0009902215620747
466,4.921875
467,2.8345146379044683
468,2.986919555264879
469,2.010482180293501
470,3.9737991266375547
471,4.0
472,2.969921104536489
473,3.0009902215620747
474,3.1233689205219455
475,3.9737991266375547
476,2.990731204943357
477,2.0
478,3.9737991266375547
479,3.9737991266375547
480,1.0704225352112675
481,2.9946236559139785
482,2.8345146379044683
483,2.010482180293501
484,2.0
485,3.0009902215620747
486,2.010482180293501
487,3.9213197969543145
488,3.0009902215620747
489,2.0328947368421053
490,3.8615384615384616
491,3.851063829787234
492,3.9539007092198584
493,2.929328621908127
494,4.943157894736842
495,3.9737991266375547
496,1.7826086956521738
497,1.0263157894736843
498,3.0009902215620747
499,4.943157894736842
500,2.969921104536489
501,1.988235294117647
502,3.0009902215620747
503,3.1233689205219455
504,2.969921104536489
505,5.0
506,2.8345146379044683
507,2.969921104536489
508,2.990731204943357
509,3.0009902215620747
510,2.0
511,3.0009902215620747
512,2.8345146379044683
513,4.0
514,2.0
515,2.8345146379044683
516,4.950819672131147
517,2.969921104536489
518,2.990731204943357
519,3.0009902215620747
520,3.0009902215620747
521,3.0009902215620747
522,2.010482180293501
523,2.9946236559139785
524,2.990731204943357
525,3.0009902215620747
526,4.0078125
527,3.0009902215620747
528,3.0009902215620747
529,2.0328947368421053
530,3.0009902215620747
531,5.0
532,3.9737991266375547
533,2.010482180293501
534,3.9737991266375547
535,2.010482180293501
536,2.990731204943357
537,3.9737991266375547
538,2.986919555264879
539,2.8345146379044683
540,4.0
541,3.9737991266375547
542,3.9539007092198584
543,3.9539007092198584
544,3.9539007092198584
545,3.0009902215620747
546,3.0009902215620747
547,3.0009902215620747
548,2.986919555264879
549,4.0078125
550,2.010482180293501
551,2.0
552,3.9737991266375547
553,3.9066666666666667
554,2.986919555264879
555,4.943157894736842
556,4.943157894736842
557,2.986919555264879
558,2.990731204943357
559,3.0009902215620747
560,3.0009902215620747
561,3.8615384615384616
562,2.969921104536489
563,2.986919555264879
564,3.0009902215620747
565,2.8345146379044683
566,3.979591836734694
567,3.1233689205219455
568,3.0009902215620747
569,3.1233689205219455
570,2.9946236559139785
571,2.010482180293501
572,2.8345146379044683
573,5.0
574,3.9737991266375547
575,2.986919555264879
576,2.8345146379044683
577,3.9539007092198584
578,3.0727272727272728
579,2.8345146379044683
580,3.0009902215620747
581,3.0009902215620747
582,4.0
583,3.0009902215620747
584,3.0009902215620747
585,4.943157894736842
586,3.9737991266375547
587,3.059925093632959
588,4.0078125
589,3.1233689205219455
590,3.9737991266375547
591,2.010482180293501
592,2.0328947368421053
593,2.010482180293501
594,2.990731204943357
595,3.9213197969543145
596,2.9946236559139785
597,3.0009902215620747
598,3.0009902215620747
599,2.990731204943357
600,2.010482180293501
601,2.969921104536489
602,3.9833333333333334
603,2.8345146379044683
604,3.0009902215620747
605,3.0009902215620747
606,3.0009902215620747
607,2.969921104536489
608,2.0
609,2.010482180293501
610,2.0273972602739727
611,4.0
612,3.9563318777292578
613,2.8345146379044683
614,2.986919555264879
615,2.969921104536489
616,2.0
617,2.8345146379044683
618,3.0009902215620747
619,3.0009902215620747
620,2.969921104536489
621,4.92
622,2.8345146379044683
623,3.9737991266375547
624,2.0
625,3.9737991266375547
626,3.9213197969543145
627,2.1538461538461537
628,3.9539007092198584
629,3.0009902215620747
630,2.8345146379044683
631,2.010482180293501
632,3.0009902215620747
633,2.010482180293501
634,3.9737991266375547
635,2.969921104536489
636,2.8345146379044683
637,3.973333333333333
638,3.1233689205219455
639,2.8345146379044683
640,3.0009902215620747
641,4.921875
642,3.059925093632959
643,3.0009902215620747
644,4.921875
645,2.0
646,3.059925093632959
647,3.0009902215620747
648,3.0009902215620747
649,4.0
650,5.967479674796748
651,2.990731204943357
652,2.010482180293501
653,2.010482180293501
654,3.0009902215620747
655,3.0009902215620747
656,3.1233689205219455
657,2.0
658,3.9539007092198584
659,2.010482180293501
660,2.0328947368421053
661,4.0078125
662,3.0009902215620747
663,3.9563318777292578
664,2.969921104536489
665,3.9833333333333334
666,4.921875
667,4.068965517241379
668,3.9539007092198584
669,3.9066666666666667
670,2.969921104536489
671,3.0206489675516224
672,2.8345146379044683
673,2.990731204943357
674,3.851063829787234
675,3.0009902215620747
676,2.986919555264879
677,3.1233689205219455
678,2.990731204943357
679,3.9737991266375547
680,3.9539007092198584
681,3.1233689205219455
682,3.0009902215620747
683,3.0009902215620747
684,3.9213197969543145
685,3.914285714285714
686,3.9737991266375547
687,3.1233689205219455
688,3.0009902215620747
689,2.969921104536489
690,3.0009902215620747
691,3.0009902215620747
692,3.0009902215620747
693,3.9528795811518322
694,4.857142857142857
695,4.921875
696,2.929328621908127
697,3.0009902215620747
698,3.9563318777292578
699,3.9737991266375547
700,2.8345146379044683
701,2.010482180293501
702,2.010482180293501
703,3.0009902215620747
704,2.8345146379044683
705,3.9737991266375547
706,2.969921104536489
707,4.0078125
708,3.9737991266375547
709,3.0009902215620747
710,2.8345146379044683
711,3.0009902215620747
712,2.8345146379044683
713,3.1233689205219455
714,3.0009902215620747
715,2.990731204943357
716,3.9737991266375547
717,2.986919555264879
718,2.02027027027027
719,2.990731204943357
720,2.969921104536489
721,3.0009902215620747
722,3.0009902215620747
723,2.8345146379044683
724,3.0009902215620747
725,2.986919555264879
726,2.929328621908127
727,2.010482180293501
728,4.943157894736842
729,3.0009902215620747
730,3.0009902215620747
731,2.990731204943357
732,2.969921104536489
733,3.0009902215620747
734,2.010482180293501
735,3.9528795811518322
736,3.0009902215620747
737,2.969921104536489
738,2.0328947368421053
739,3.0009902215620747
740,3.0009902215620747
741,3.0009902215620747
742,3.9737991266375547
743,3.9737991266375547
744,3.0206489675516224
745,1.0050761421319796
746,1.0050761421319796
747,2.9499072356215215
748,2.969921104536489
749,3.0009902215620747
750,2.0
751,3.0009902215620747
752,3.059925093632959
753,2.986919555264879
754,3.0
755,2.986919555264879
756,3.9563318777292578
757,2.8345146379044683
758,2.027586206896552
759,2.990731204943357
760,3.9737991266375547
761,3.1233689205219455
762,3.0009902215620747
763,3.0009902215620747
764,3.0009902215620747
765,2.969921104536489
766,3.9737991266375547
767,3.9528795811518322
768,1.9868131868131869
769,2.010482180293501
770,3.0009902215620747
771,2.986919555264879
772,3.9539007092198584
773,2.7058823529411766
774,2.990731204943357
775,4.943157894736842
776,3.962962962962963
777,3.1233689205219455
778,3.1233689205219455
779,3.1233689205219455
780,2.010482180293501
781,2.990731204943357
782,3.0009902215620747
783,3.0009902215620747
784,3.1233689205219455
785,3.0009902215620747
786,3.0009902215620747
787,2.8345146379044683
788,2.8345146379044683
789,3.0009902215620747
790,2.969921104536489
791,3.0009902215620747
792,3.9737991266375547
793,2.8345146379044683
794,3.0009902215620747
795,3.0009902215620747
796,3.0
797,3.1233689205219455
798,3.0009902215620747
799,2.969921104536489
800,3.059925093632959
801,3.0
802,2.010482180293501
803,2.0328947368421053
804,2.0273972602739727
805,4.0
806,3.0009902215620747
807,3.0009902215620747
808,3.0206489675516224
809,3.0009902215620747
810,2.010482180293501
811,3.0009902215620747
812,3.0009902215620747
813,3.0009902215620747
814,2.986919555264879
815,3.0009902215620747
816,2.990731204943357
817,3.1233689205219455
818,2.0
819,4.943157894736842
820,3.0009902215620747
821,4.068965517241379
822,2.010482180293501
823,4.943157894736842
824,4.921875
825,5.0
826,3.9737991266375547
827,2.929328621908127
828,2.010482180293501
829,2.969921104536489
830,3.0009902215620747
831,3.1233689205219455
832,3.059925093632959
833,1.9868131868131869
834,2.986919555264879
835,3.9737991266375547
836,3.9737991266375547
837,3.0009902215620747
838,2.0
839,3.9737991266375547
840,2.990731204943357
841,3.0009902215620747
842,3.0009902215620747
843,3.0009902215620747
844,2.0
845,3.059925093632959
846,2.990731204943357
847,2.986919555264879
848,2.990731204943357
849,3.9539007092198584
850,2.969921104536489
851,2.990731204943357
852,3.0009902215620747
853,3.0009902215620747
854,2.010482180293501
855,2.8345146379044683
856,2.010482180293501
857,2.986919555264879
858,3.0009902215620747
859,3.973333333333333
860,3.0009902215620747
861,4.0078125
862,1.0264550264550265
863,2.990731204943357
864,3.851063829787234
865,3.0009902215620747
866,3.1233689205219455
867,2.986919555264879
868,3.0009902215620747
869,2.8345146379044683
870,3.0009902215620747
871,2.969921104536489
872,3.1233689205219455
873,2.986919555264879
874,2.02027027027027
875,3.0009902215620747
876,3.0009902215620747
877,3.914285714285714
878,2.986919555264879
879,3.0009902215620747
880,3.0009902215620747
881,2.8345146379044683
882,3.0009902215620747
883,1.9868131868131869
884,3.9833333333333334
885,2.010482180293501
886,3.0009902215620747
887,3.942857142857143
888,2.990731204943357
889,3.914285714285714
890,2.0
891,2.0328947368421053
892,3.0009902215620747
893,2.990731204943357
894,3.9563318777292578
895,3.9539007092198584
896,3.1233689205219455
897,3.0009902215620747
898,3.9737991266375547
899,3.9539007092198584
900,2.9499072356215215
901,3.0009902215620747
902,3.0009902215620747
903,3.1233689205219455
904,2.010482180293501
905,2.010482180293501
906,2.8345146379044683
907,3.0009902215620747
908,1.988235294117647
909,3.9213197969543145
910,3.9737991266375547
911,3.0
912,1.0264550264550265
913,2.010482180293501
914,3.0009902215620747
915,3.0009902215620747
916,5.967479674796748
917,3.0009902215620747
918,2.010482180293501
919,3.9539007092198584
920,3.9213197969543145
921,3.0009902215620747
922,2.891304347826087
923,2.986919555264879
924,2.0328947368421053
925,2.969921104536489
926,3.9562043795620436
927,2.990731204943357
928,1.9868131868131869
929,3.9737991266375547
930,2.990731204943357
931,2.0
932,3.0
933,1.0050761421319796
934,3.0009902215620747
935,2.8345146379044683
936,4.921875
937,2.986919555264879
938,2.986919555264879
939,3.8615384615384616
940,4.0078125
941,2.969921104536489
942,3.1233689205219455
943,2.010482180293501
944,2.8345146379044683
945,3.9737991266375547
946,3.0009902215620747
947,3.0009902215620747
948,3.9737991266375547
949,2.969921104536489
950,3.0009902215620747
951,2.010482180293501
952,3.0009902215620747
953,2.969921104536489
954,2.990731204943357
955,3.0009902215620747
956,3.851063829787234
957,2.990731204943357
958,3.0
959,3.0009902215620747
960,3.0
961,1.9868131868131869
962,3.0009902215620747
963,3.0009902215620747
964,3.1233689205219455
965,2.969921104536489
966,2.990731204943357
967,2.990731204943357
968,1.9868131868131869
969,3.059925093632959
970,3.0009902215620747
971,3.0009902215620747
972,2.969921104536489
973,3.0009902215620747
974,2.929328621908127
975,3.0727272727272728
976,3.0009902215620747
977,3.0009902215620747
978,3.9213197969543145
979,3.0009902215620747
980,2.8345146379044683
981,3.9737991266375547
982,2.010482180293501
983,3.0009902215620747
984,2.9499072356215215
985,2.969921104536489
986,3.1233689205219455
987,3.1233689205219455
988,2.8345146379044683
989,3.0009902215620747
990,2.986919555264879
991,2.969921104536489
992,3.0009902215620747
993,3.1233689205219455
994,2.990731204943357
995,3.0714285714285716
996,2.990731204943357
997,2.027586206896552
998,2.990731204943357
999,4.0078125
1000,5.967479674796748
1001,2.9499072356215215
1002,2.990731204943357
1003,3.0009902215620747
1004,2.986919555264879
1005,3.0009902215620747
1006,3.0206489675516224
1007,4.943157894736842
1008,2.8345146379044683
1009,2.986919555264879
1010,3.0009902215620747
1011,2.969921104536489
1012,3.0009902215620747
1013,3.0009902215620747
1014,3.0009902215620747
1015,3.0009902215620747
1016,2.969921104536489
1017,2.010482180293501
1018,3.0009902215620747
1019,3.0009902215620747
1020,1.0264550264550265
1021,2.986919555264879
1022,3.0009902215620747
1023,3.9737991266375547
1024,3.1233689205219455
1025,2.010482180293501
1026,3.0009902215620747
1027,2.0
1028,5.0
1029,2.990731204943357
1030,2.8345146379044683
1031,4.921875
1032,2.0
1033,2.986919555264879
1034,2.0273972602739727
1035,2.8345146379044683
1036,2.969921104536489
1037,3.0727272727272728
1038,3.9737991266375547
1039,2.990731204943357
1040,3.0009902215620747
1041,3.9737991266375547
1042,2.8345146379044683
1043,3.0009902215620747
