,0
0,1042492.7814587355
1,924854.8508618027
2,1269958.5313046277
3,1484679.56388852
4,1194880.2613949776
5,1042492.7814587355
6,1101822.5278358161
7,1100769.6273979992
8,1042492.7814587355
9,1197098.515959978
10,857889.332911104
11,751854.4380366951
12,1227096.2300063819
13,1505564.4429113418
14,1257455.7074158937
15,1042492.7814587355
16,1212926.6029465348
17,922781.2272930741
18,1623586.572433114
19,673285.8843634725
20,1160710.8956999332
21,1042492.7814587355
22,1058965.163696751
23,673285.8843634725
24,1231864.8188634813
25,1350153.3704070747
26,1209524.5234550089
27,849324.0587115437
28,673285.8843634725
29,1227096.2300063819
30,1016306.2043986619
31,1056069.9070223868
32,1042492.7814587355
33,1227096.2300063819
34,1205190.267120853
35,1160381.275887996
36,1149941.6233129352
37,979607.4005482942
38,996886.1927596629
39,843422.2158946246
40,988275.0926001817
41,1584804.5250308514
42,1227096.2300063819
43,1042492.7814587355
44,1042492.7814587355
45,1042492.7814587355
46,1040935.5230482519
47,1092196.3486330807
48,1187407.6275213212
49,939439.5144138634
50,1349837.5196053535
51,1885454.4644474983
52,1662752.2700776309
53,1042492.7814587355
54,1208326.8629704267
55,1466581.5876085311
56,973935.9215889126
57,991213.8224730045
58,857889.332911104
59,1015066.3638526797
60,988849.6012723744
61,857889.332911104
62,1326914.9294968396
63,842719.9337846488
64,1164324.9175404757
65,732522.2362754494
66,673285.8843634725
67,1098914.721612215
68,893546.7940351963
69,1042492.7814587355
70,1154368.9725758284
71,1397511.460584119
72,1239478.6685495526
73,1539407.3965702355
74,1026627.3369971961
75,801898.0061563551
76,1439612.5391926467
77,1215371.0789362937
78,1302897.8339084238
79,693107.7576699406
80,1271992.1273093075
81,857889.332911104
82,1014948.1253210157
83,1344464.549195975
84,1206394.7755084932
85,684113.4655374289
86,1067538.458677709
87,1042492.7814587355
88,950075.285586983
89,1042492.7814587355
90,1289904.4873594642
91,1293731.4593405724
92,857889.332911104
93,1042492.7814587355
94,1199549.2500965595
95,1538032.689739257
96,1095594.014335692
97,900043.2974902391
98,861728.5206412971
99,1370915.2583023906
100,1288984.591392681
101,1042492.7814587355
102,893426.7701488435
103,1029033.405487448
104,1227096.2300063819
105,1326848.2599815577
106,1042492.7814587355
107,900887.7144491822
108,857889.332911104
109,882518.7336196303
110,738388.3276860118
111,657747.6307066381
112,883141.1626613289
113,1077642.634631008
114,1377032.6777159423
115,1042492.7814587355
116,673285.8843634725
117,1252578.7013355494
118,728219.0625516325
119,857889.332911104
120,1023421.3714973927
121,1042492.7814587355
122,1316376.7953962833
123,1042492.7814587355
124,759522.0567795336
125,932542.7914821208
126,1179109.7705528885
127,1672225.7429804653
128,1202600.6215272844
129,1221115.7677699476
130,770214.6113711745
131,1042492.7814587355
132,857889.332911104
133,715747.4799748063
134,957154.8275374323
135,1513817.2912627757
136,966713.3059339374
137,1042492.7814587355
138,1042492.7814587355
139,898875.1284339875
140,1283543.5259199291
141,1368473.695419073
142,1042492.7814587355
143,1042492.7814587355
144,1411699.6785540134
145,1112856.5842318237
146,1235565.1953224689
147,1708944.9687041342
148,1227096.2300063819
149,1042492.7814587355
150,719151.6678273827
151,1408075.0068270415
152,1136927.2758656144
153,673285.8843634725
154,1042492.7814587355
155,1227096.2300063819
156,770226.0979051292
157,861361.9811400771
158,1835851.8339459747
159,1342919.1878326982
160,1245420.7181211412
161,1220625.1409012228
162,718471.5885690153
163,1079640.0653785765
164,798465.7543361336
165,1031236.3874059469
166,1197660.5890065283
167,1417958.071740225
168,1217193.5928159505
169,1279846.4128868878
170,909750.0370123237
171,929159.707774654
172,857889.332911104
173,857889.332911104
174,851770.5280475467
175,1177453.3425455242
176,1202273.0295633674
177,913633.8353970945
178,804150.6341116577
179,1116531.7293383777
180,978983.2177690566
181,1594665.3880992234
182,1359222.14369227
183,725604.0774285346
184,1121232.1805293113
185,1280990.3295219094
186,1227096.2300063819
187,673285.8843634725
188,1461629.2883681655
189,1042492.7814587355
190,938178.4969689995
191,1201395.162153706
192,1227096.2300063819
193,1042492.7814587355
194,1168905.2247516662
195,1421933.6800322086
196,1179346.1174271107
197,857889.332911104
198,1066533.603077799
199,1638137.6544223279
200,1162020.0446365476
201,857889.332911104
202,1227096.2300063819
203,1697531.6715781838
204,857889.332911104
205,997176.1644593924
206,1382960.7753947526
207,1459925.182767406
208,1090885.7264982462
209,1227096.2300063819
210,1042492.7814587355
211,1153413.6022053063
212,975449.3846217841
213,1180630.1511490047
214,918155.4105874747
215,1322532.4436616898
216,1042492.7814587355
217,1057147.835681036
218,1330330.6931427717
219,1356425.6370245665
220,1248968.4227638692
221,977342.6531901509
222,673285.8843634725
223,1229297.1909230202
224,857889.332911104
225,1071285.9832093269
226,1227096.2300063819
227,1697733.7979307324
228,1042492.7814587355
229,1042492.7814587355
230,1042492.7814587355
231,830511.6753547192
232,1111650.4684925377
233,1042492.7814587355
234,912018.0808932483
235,852253.3473272771
236,1178400.239693597
237,1021624.6017560959
238,857889.332911104
239,823475.2793521881
240,857889.332911104
241,982129.9823753834
242,1162998.7398612946
243,920707.7659705579
244,1336395.2419086099
245,875994.560974881
246,881348.1132570803
247,857889.332911104
248,1126112.5948158652
249,1056953.2801938653
250,670478.5274376422
251,1502147.4913335145
252,1038585.4281202406
253,1214920.2771367878
254,1065465.3992442787
255,1063429.0260155648
256,888636.189531669
257,907492.7620375752
258,1485103.968433082
259,1303296.1839553863
260,1774693.4609594196
261,1373703.3867028058
262,857889.332911104
263,1202514.9072568566
264,1414470.529377386
265,1399571.8186383396
266,1339915.5793058276
267,937767.2746804953
268,932905.3671787381
269,857889.332911104
270,1226613.8550095707
271,1577356.9231476933
272,776380.0360468924
273,1290726.130562678
274,1249468.1734943837
275,843205.3493205607
276,1448939.8411685377
277,857889.332911104
278,1287889.9500829875
279,1390693.4000700563
280,1596303.1271016449
281,1092252.5602811873
282,1189181.9279536605
283,898928.4281909466
284,1641013.256754756
285,857889.332911104
286,1467743.208571881
287,1596303.1271016449
288,1233135.229474008
289,789133.6155076623
290,1643420.3291329592
291,1195444.9763751924
292,1126549.0715478957
293,857889.332911104
294,857889.332911104
295,1227096.2300063819
296,1231898.2652287781
297,1436073.782184288
298,1001237.0351338834
299,857889.332911104
300,850061.0865111351
301,1227096.2300063819
302,826720.2070203274
303,673285.8843634725
304,1203915.8264407665
305,1126563.4735964835
306,1359903.9499836415
307,744225.7873633057
308,907578.8185074031
309,1017559.0251637399
310,855085.7153032124
311,631173.5945556909
312,673285.8843634725
313,843270.2228937447
314,857889.332911104
315,1154793.0932171494
316,1034632.9799229354
317,1289720.8700909615
318,1677856.6445940435
319,857889.332911104
320,1120855.0657085627
321,1042492.7814587355
322,890606.1703429073
323,1227096.2300063819
324,598978.6496189386
325,977991.8260409236
326,857889.332911104
327,1459255.4166522026
328,794557.3484874666
329,1796252.9967503399
330,1645134.026820913
331,1596303.1271016449
332,1189261.2949962765
333,1159997.2806873769
334,886225.1403047144
335,1391566.6223510206
336,1411699.6785540134
337,940771.3621822894
338,816429.137441814
339,1385444.803207621
340,1011931.6652695984
341,1042492.7814587355
342,857889.332911104
343,966693.1147464365
344,1603601.2914598584
345,1434332.2727847546
346,1779762.0858489573
347,1048211.444212988
348,1030869.908795923
349,1472273.5826553106
350,1061421.3822986335
351,1042492.7814587355
352,1314228.7643483728
353,1265439.469611898
354,1374201.3872344047
355,1091637.6019901633
356,1733157.9143241793
357,1304348.7237796932
358,1482862.4330987483
359,857889.332911104
360,809041.4358648211
361,1596303.1271016449
362,1534875.0819327235
363,1042492.7814587355
364,1309958.9363034666
365,805398.334710449
366,1505954.7160633653
367,719251.869027093
368,786445.6009474248
369,1213890.3076853454
370,1376388.26230143
371,1437669.0501056463
372,1167510.0920075476
373,839060.6897052228
374,915575.9963670224
375,1495535.4666065276
376,1294352.7119704932
377,692439.5672518462
378,858650.1822048128
379,609056.1671915352
380,1341352.8994525224
381,1085711.038255319
382,1357643.3287979066
383,1227096.2300063819
384,918702.4163840711
385,1042492.7814587355
