,0
0,1294940.3044686466
1,1189839.8765868843
2,856608.0917205364
3,876272.7402841747
4,1046705.9407392889
5,803343.4787506461
6,731289.9117195755
7,836797.7152643055
8,1306077.441028297
9,1140871.5165112913
10,728039.4181803167
11,1046705.9407392889
12,868189.5770938098
13,1354416.5788248628
14,962827.8765910417
15,1126387.3653101027
16,1033104.4381550103
17,856608.0917205364
18,1236803.7897580564
19,680321.5357103497
20,855926.798436001
21,1488218.5927239805
22,1241036.988865286
23,856608.0917205364
24,772467.260935396
25,817532.2671503723
26,1046705.9407392889
27,948525.5759264827
28,827199.9377757758
29,1163673.0723603517
30,1046705.9407392889
31,1170500.503586769
32,1488291.6002653986
33,666510.2427017689
34,856608.0917205364
35,923897.5197741091
36,1441546.05296503
37,856608.0917205364
38,959517.982029751
39,1025391.464402467
40,1200406.0373314917
41,968396.4501625896
42,1366077.8858434856
43,759700.7099916786
44,1543518.8477719426
45,808766.17599985
46,1188148.7543370426
47,1046705.9407392889
48,1135089.5140690207
49,1007785.0016191304
50,916921.3171114028
51,1392577.1978308707
52,1046705.9407392889
53,1046705.9407392889
54,856608.0917205364
55,785066.3375594169
56,1002533.9905697852
57,1450356.5556137413
58,720153.7719189972
59,856608.0917205364
60,1218136.912384063
61,1000426.1219066978
62,1077187.8747507483
63,1402931.1520360261
64,1114459.4862107188
65,999689.0414747894
66,856608.0917205364
67,1022352.2492694259
68,1426901.6387768239
69,813686.8834403306
70,1131694.703013584
71,1101074.2361828089
72,1328643.4912701845
73,959323.3181161433
74,1046705.9407392889
75,1496828.087300688
76,856608.0917205364
77,1202394.2784006447
78,1143728.2025924474
79,1233918.95452559
80,1207020.3014144897
81,929710.5508005321
82,725365.6691588461
83,1740741.6298245043
84,818516.0310964733
85,721120.1815243214
86,1198980.7917718291
87,666510.2427017689
88,1046705.9407392889
89,1046705.9407392889
90,1346279.4512262642
91,1271947.0791036934
92,856608.0917205364
93,1228540.5363153368
94,1303029.1965095997
95,1363608.9456207007
96,980860.2769678384
97,1834510.3947868943
98,1552334.1799871624
99,732530.0954165757
100,913651.5316127539
101,999717.3263499439
102,967997.5796404183
103,1046705.9407392889
104,848154.6342441291
105,1444878.051191479
106,1426901.6387768239
107,967781.8993690312
108,1698304.3593251407
109,1537816.0931718946
110,701209.7427139133
111,1046705.9407392889
112,727821.4823791385
113,1513707.8654473126
114,856608.0917205364
115,1125813.6395532042
116,1230354.396930635
117,856608.0917205364
118,1236803.7897580564
119,1201312.1447756141
120,1712072.0536575168
121,1315895.643453002
122,1657154.4545871913
123,987003.3908426017
124,877875.2943785489
125,1029713.5702307075
126,856608.0917205364
127,820707.4991556406
128,1461600.1783390343
129,853950.6443630904
130,929677.9122833908
131,1368506.529583171
132,709703.4131234288
133,1176238.8453448564
134,1004880.3419823647
135,860800.3138752133
136,1277347.5675664395
137,971103.726600334
138,1099956.4906474054
139,666510.2427017689
140,1236803.7897580564
141,1046705.9407392889
142,1490541.971763134
143,1159740.8150538504
144,1236803.7897580564
145,1213617.7241205722
146,1223458.4083607048
147,1046705.9407392889
148,933400.5465061218
149,1046705.9407392889
150,923341.9469612837
151,1160645.796971649
152,974655.4314673543
153,1437803.4870916456
154,701704.7830000222
155,1412699.5560513735
156,856608.0917205364
157,1993836.533521369
158,1156238.359940827
159,643955.455040291
160,1236803.7897580564
161,1628456.0686772913
162,1851803.4306524694
163,1115481.8995311707
164,955892.5574639142
165,1046705.9407392889
166,1096533.303263709
167,887020.7421414852
168,788954.9470602572
169,1236803.7897580564
170,1758902.9920832068
171,1285852.1681258678
172,864007.2331931591
173,922953.1466674507
174,1161552.3673465103
175,666510.2427017689
176,1708371.895125553
177,935464.9738204628
178,1398331.8789537847
179,1236803.7897580564
180,666510.2427017689
181,1043543.0246294141
182,1351476.7772517055
183,571976.8886775672
184,856608.0917205364
185,883333.1164868921
186,1276925.3211767375
187,1287569.780311808
188,1120438.0581037402
189,1394971.1556510925
190,951861.9218727946
191,1140176.0916300416
192,1239845.8955052495
193,1408513.6568776965
194,929030.3512183875
195,636873.4223366827
196,1013215.5732884258
197,1645814.9180182219
198,869497.5170290321
199,736889.3253719956
200,1227354.4652591199
201,933138.4749315679
202,856608.0917205364
203,1752780.4221901447
204,916131.9823913723
205,868138.7324258387
206,1176209.275498405
207,1459581.916721806
208,1161019.7994584441
209,942041.8921717256
210,856608.0917205364
211,917602.6160749793
212,1628197.0988143682
