Every,1
day,2
should,1
be,2
a,3
half,1
.,16
Took,1
the,12
afternoon,1
off,2
to,6
hit,1
dentist,1
",",10
and,4
while,1
I,9
was,4
out,3
managed,1
get,1
my,8
oil,1
changed,1
too,2
Remember,1
that,5
business,1
with,2
car,1
dealership,1
this,2
winter,1
?,1
Well,1
consider,1
epilogue,1
The,3
friendly,1
fellas,1
at,2
Valvoline,1
Instant,1
Oil,1
Change,1
on,3
Snelling,1
were,1
nice,1
enough,1
notice,1
dipstick,2
broken,1
metal,1
piece,1
far,1
down,1
in,3
its,1
little,1
tube,1
pull,1
Looks,1
like,1
'm,2
going,2
need,1
magnet,1
Damn,1
you,1
Kline,1
Nissan,1
daaaaaaammmnnn,1
yooouuuu,1
...,1
Today,1
let,1
boss,1
know,1
've,3
submitted,2
Corps,1
application,3
news,1
has,2
been,2
greeted,1
by,2
everyone,1
company,3
level,1
of,5
enthusiasm,1
really,1
floors,1
me,2
back,2
deck,2
finally,1
cleared,1
construction,1
working,1
place,1
This,1
for,3
anyone,1
who,2
's,1
interested,1
consists,1
mainly,1
one,1
guy,1
spends,1
his,2
days,1
cursing,1
crew,1
Spanish-speaking,1
laborers,1
Construction,1
began,1
around,1
time,1
Nixon,1
getting,1
office,2
Consider,1
ball,1
rolling,1
health,1
review,1
made,1
myself,1
available,1
assignment,1
starting,2
March,1
2005,1
environment,1
again,1
Thursday,1
Cry,1
Oh,1
well,1
think,1
hitting,1
submit,1
button,1
tomorrow,1
might,1
actually,1
make,1
return,1
bearable,1
