Every,1
day,2
should,1
be,1
a,3
half,1
.,11
Took,1
the,9
afternoon,1
off,2
to,5
hit,1
dentist,1
",",8
and,2
while,1
I,5
was,4
out,3
managed,1
get,1
my,6
oil,1
changed,1
too,2
Remember,1
that,4
business,1
with,2
car,1
dealership,1
this,2
winter,1
?,1
Well,1
consider,1
epilogue,1
The,3
friendly,1
fellas,1
at,2
Valvoline,1
Instant,1
Oil,1
Change,1
on,2
Snelling,1
were,1
nice,1
enough,1
notice,1
dipstick,2
broken,1
metal,1
piece,1
far,1
down,1
in,2
its,1
little,1
tube,1
pull,1
Looks,1
like,1
'm,1
going,1
need,1
magnet,1
Damn,1
you,1
Kline,1
Nissan,1
daaaaaaammmnnn,1
yooouuuu,1
...,1
Today,1
let,1
boss,1
know,1
've,1
submitted,1
Corps,1
application,1
news,1
has,2
been,2
greeted,1
by,2
everyone,1
company,3
level,1
of,5
enthusiasm,1
really,1
floors,1
me,1
back,1
deck,2
finally,1
cleared,1
construction,1
working,1
place,1
This,1
for,1
anyone,1
who,2
's,1
interested,1
consists,1
mainly,1
one,1
guy,1
spends,1
his,2
days,1
cursing,1
crew,1
Spanish-speaking,1
laborers,1
Construction,1
began,1
around,1
time,1
Nixon,1
getting,1
office,1
