Every,1
day,2
should,4
be,5
a,13
half,1
.,53
Took,1
the,27
afternoon,2
off,2
to,24
hit,1
dentist,1
",",44
and,14
while,1
I,28
was,4
out,8
managed,1
get,5
my,17
oil,1
changed,1
too,3
Remember,1
that,21
business,1
with,6
car,1
dealership,1
this,7
winter,1
?,4
Well,1
consider,1
epilogue,1
The,4
friendly,1
fellas,1
at,5
Valvoline,1
Instant,1
Oil,1
Change,1
on,6
Snelling,1
were,1
nice,3
enough,1
notice,2
dipstick,2
broken,1
metal,1
piece,1
far,1
down,2
in,9
its,1
little,2
tube,1
pull,1
Looks,1
like,1
'm,10
going,3
need,3
magnet,1
Damn,1
you,2
Kline,1
Nissan,1
daaaaaaammmnnn,1
yooouuuu,1
...,7
Today,1
let,1
boss,1
know,3
've,3
submitted,2
Corps,1
application,4
news,1
has,4
been,4
greeted,1
by,4
everyone,1
company,4
level,1
of,19
enthusiasm,1
really,3
floors,1
me,8
back,2
deck,2
finally,1
cleared,1
construction,1
working,1
place,1
This,1
for,10
anyone,3
who,3
's,8
interested,1
consists,1
mainly,1
one,2
guy,1
spends,1
his,2
days,1
cursing,1
crew,1
Spanish-speaking,1
laborers,1
Construction,1
began,1
around,1
time,2
Nixon,1
getting,3
office,2
Consider,1
ball,1
rolling,1
health,1
review,1
made,1
myself,2
available,1
assignment,1
starting,2
March,1
2005,1
environment,1
again,1
Thursday,1
Cry,1
Oh,2
well,3
think,4
hitting,1
submit,1
button,1
tomorrow,1
might,1
actually,1
make,2
return,1
bearable,1
still,2
not,4
making,1
any,1
headway,1
family,2
In,1
fact,1
Mom,2
rallying,1
troops,1
(,4
aka,1
aunts,1
uncles,1
),4
against,1
Meanwhile,1
friends,1
have,4
supportive,1
idea,1
Thanks,1
all,5
It,1
frustrating,1
Here,1
want,1
into,2
world,1
pinch,1
adventure,1
maybe,1
help,2
some,1
people,3
process,1
earning,1
resentment,1
entire,1
freakin,1
',1
because,2
can,2
only,2
hope,1
over,1
cooler,1
heads,1
will,1
prevail,1
There,1
now,1
nationwide,1
girlfriend,1
hunt,1
yours,1
truly,1
hell,1
Mexico,1
ties,1
shit,1
could,2
go,2
international,1
obviously,1
cure,1
foolishness,1
is,7
laid,1
buy,1
something,2
Problem,1
solved,1
Life,1
so,1
sad,1
Had,1
spot,1
Sunday,3
night,3
insomnia,2
fueled,1
mostly,1
discussions,1
parents,2
yesterday,1
Thankfully,1
Jack,1
Daniels,1
helped,1
Whoever,1
charge,1
late,1
programming,1
shot,1
an,1
uncommon,1
phenomenon,1
TV,1
needs,1
there,2
their,3
hour,1
s,1
!,1
Jerks,1
Two,1
points,1
identify,1
bit,1
dialogue,1
favorite,1
bits,1
Hint,1
:,2
Director,1
Steven,1
Soderbergh,1
insists,1
it,2
meaningless,1
Back,1
About,2
Schmidt,3
moment,1
just,1
love,1
name,1
Does,1
else,1
feel,1
same,2
way,2
So,1
many,1
superfluous,1
letters,1
kooky,1
``,3
c,1
'',3
silent,1
d,1
Along,1
those,1
lines,1
took,1
Michael,1
Moore,1
memorize,1
spelling,1
Fahrenheit,1
Yes,1
adhering,1
own,1
rule,1
periods,1
do,1
n't,2
inside,1
quotation,1
marks,1
are,1
try,1
cook,1
lest,1
we,1
end,1
up,2
Axl,2
Bonfire,1
Grill,1
street,1
Let,1
see,1
corn,1
cob,1
fresh,1
from,1
grimy,1
stove-top,1
or,1
perhaps,1
walleye,1
salad,1
Decisions,1
decisions,1
Pretty,1
good,2
A,1
vexed,1
ending,1
lazy,1
interpret,1
ambiguity,1
Finished,1
most,1
today,1
essay,1
questions,1
All,1
remains,1
inform,1
references,1
reference,1
status,1
very,3
mean,1
letting,1
planning,1
leave,1
6,1
mos,1
year,1
sure,3
how,1
they,2
'll,1
react,1
but,2
concerned,1
either,1
Good,1
certainly,1
am,1
giving,1
them,1
least,1
six,1
months,1
At,1
point,1
thing,1
gives,1
pause,1
Sydney,2
she,2
home,1
few,1
years,1
whoever,1
gets,1
her,2
knows,1
what,1
're,1
cat,1
lot,1
ways,1
clean,1
mannered,1
sweet,1
as,1
tiny,1
meow,1
That,1
said,1
likes,1
scratch,1
stuff,1
probably,1
check,1
before,1
expose,1
furniture,1
dorm-rated,1
