Every,1
day,2
should,6
be,8
a,15
half,1
.,63
Took,1
the,34
afternoon,2
off,2
to,32
hit,1
dentist,1
",",59
and,19
while,1
I,40
was,8
out,8
managed,1
get,5
my,20
oil,1
changed,1
too,3
Remember,1
that,26
business,1
with,6
car,1
dealership,1
this,7
winter,1
?,5
Well,1
consider,1
epilogue,1
The,7
friendly,1
fellas,1
at,10
Valvoline,1
Instant,1
Oil,1
Change,1
on,6
Snelling,1
were,2
nice,3
enough,1
notice,2
dipstick,2
broken,1
metal,1
piece,1
far,1
down,2
in,10
its,1
little,3
tube,1
pull,1
Looks,1
like,1
'm,11
going,5
need,3
magnet,1
Damn,1
you,4
Kline,1
Nissan,1
daaaaaaammmnnn,1
yooouuuu,1
...,10
Today,1
let,1
boss,1
know,3
've,3
submitted,2
Corps,1
application,5
news,1
has,4
been,4
greeted,1
by,5
everyone,1
company,4
level,1
of,21
enthusiasm,1
really,3
floors,1
me,8
back,4
deck,2
finally,1
cleared,1
construction,1
working,3
place,1
This,1
for,13
anyone,3
who,3
's,9
interested,1
consists,1
mainly,1
one,2
guy,1
spends,1
his,2
days,1
cursing,1
crew,1
Spanish-speaking,1
laborers,1
Construction,1
began,1
around,1
time,2
Nixon,1
getting,3
office,2
Consider,1
ball,1
rolling,1
health,1
review,1
made,1
myself,2
available,1
assignment,1
starting,2
March,1
2005,1
environment,1
again,1
Thursday,2
Cry,1
Oh,2
well,3
think,4
hitting,1
submit,1
button,1
tomorrow,1
might,1
actually,1
make,2
return,1
bearable,1
still,2
not,4
making,2
any,1
headway,1
family,2
In,1
fact,2
Mom,2
rallying,1
troops,1
(,5
aka,1
aunts,1
uncles,1
),5
against,1
Meanwhile,1
friends,1
have,5
supportive,1
idea,1
Thanks,1
all,5
It,1
frustrating,1
Here,1
want,2
into,2
world,1
pinch,1
adventure,1
maybe,1
help,2
some,2
people,3
process,1
earning,1
resentment,1
entire,2
freakin,1
',1
because,2
can,2
only,2
hope,1
over,1
cooler,1
heads,1
will,1
prevail,1
There,1
now,1
nationwide,1
girlfriend,1
hunt,1
yours,1
truly,1
hell,1
Mexico,1
ties,1
shit,1
could,2
go,3
international,2
obviously,1
cure,1
foolishness,1
is,8
laid,1
buy,1
something,2
Problem,1
solved,1
Life,1
so,1
sad,1
Had,1
spot,1
Sunday,3
night,5
insomnia,2
fueled,1
mostly,1
discussions,1
parents,2
yesterday,1
Thankfully,1
Jack,1
Daniels,1
helped,1
Whoever,1
charge,1
late,1
programming,1
shot,1
an,4
uncommon,1
phenomenon,1
TV,1
needs,1
there,4
their,3
hour,2
s,1
!,1
Jerks,1
Two,1
points,1
identify,1
bit,1
dialogue,1
favorite,1
bits,1
Hint,1
:,4
Director,1
Steven,1
Soderbergh,1
insists,1
it,4
meaningless,1
Back,1
About,2
Schmidt,3
moment,1
just,1
love,1
name,1
Does,1
else,1
feel,1
same,2
way,2
So,1
many,2
superfluous,1
letters,1
kooky,1
``,4
c,1
'',4
silent,1
d,1
Along,1
those,1
lines,1
took,1
Michael,1
Moore,1
memorize,1
spelling,1
Fahrenheit,1
Yes,1
adhering,1
own,1
rule,1
periods,1
do,3
n't,4
inside,1
quotation,1
marks,1
are,2
try,1
cook,1
lest,1
we,1
end,1
up,2
Axl,2
Bonfire,1
Grill,1
street,1
Let,1
see,1
corn,1
cob,1
fresh,1
from,2
grimy,1
stove-top,1
or,2
perhaps,1
walleye,1
salad,1
Decisions,1
decisions,1
Pretty,1
good,3
A,1
vexed,1
ending,1
lazy,1
interpret,1
ambiguity,1
Finished,1
most,1
today,1
essay,2
questions,2
All,1
remains,1
inform,1
references,1
reference,1
status,1
very,3
mean,1
letting,1
planning,1
leave,1
6,1
mos,1
year,1
sure,3
how,2
they,3
'll,1
react,1
but,2
concerned,2
either,1
Good,1
certainly,1
am,1
giving,1
them,1
least,3
six,1
months,2
At,1
point,1
thing,1
gives,1
pause,1
Sydney,2
she,2
home,1
few,1
years,3
whoever,1
gets,1
her,2
knows,1
what,3
're,1
cat,1
lot,1
ways,1
clean,1
mannered,1
sweet,1
as,1
tiny,1
meow,1
That,1
said,1
likes,1
scratch,1
stuff,2
probably,1
check,1
before,1
expose,1
furniture,1
dorm-rated,1
spent,2
last,1
paging,1
through,1
notes,1
about,2
say,2
longer,1
portions,1
being,1
asked,1
standard,1
job,2
interview,1
University,1
Basically,1
handle,1
diversity,1
why,1
work,2
here,1
As,1
short,1
answers,1
decided,1
whether,1
page,3
dedicated,1
previous,1
volunteer,1
experience,1
apart,1
pledge,1
doing,1
tutoring,1
Minnesota,1
Literacy,1
Council,1
completely,1
blank,1
history,1
says,1
10,1
Ten,1
ago,2
16,1
Best,1
Buy,1
hated,1
note,1
though,1
saw,1
old,1
manager,1
Audio,2
King,2
when,1
called,1
Then,2
Media,1
Play,1
then,1
Hollywood,1
Video,1
ca,1
believe,1
aid,1
organization,1
would,1
find,1
ability,1
upsell,1
Packard,1
Bells,1
section,1
Femalien,1
resides,1
remotely,1
interesting,1
How,1
remainder,1
Watched,1
Fog,1
War,1
amazing,1
Errol,1
Morris,1
doc,1
Robert,1
McNamara,1
went,1
sleep,1
had,1
strange,1
dreams,1
involving,1
Holly,1
Hunter,1
