Every,1
day,2
should,3
be,4
a,8
half,1
.,40
Took,1
the,25
afternoon,1
off,2
to,16
hit,1
dentist,1
",",33
and,9
while,1
I,18
was,4
out,7
managed,1
get,3
my,14
oil,1
changed,1
too,2
Remember,1
that,12
business,1
with,6
car,1
dealership,1
this,5
winter,1
?,4
Well,1
consider,1
epilogue,1
The,4
friendly,1
fellas,1
at,4
Valvoline,1
Instant,1
Oil,1
Change,1
on,6
Snelling,1
were,1
nice,3
enough,1
notice,1
dipstick,2
broken,1
metal,1
piece,1
far,1
down,2
in,6
its,1
little,1
tube,1
pull,1
Looks,1
like,1
'm,6
going,3
need,3
magnet,1
Damn,1
you,2
Kline,1
Nissan,1
daaaaaaammmnnn,1
yooouuuu,1
...,4
Today,1
let,1
boss,1
know,2
've,3
submitted,2
Corps,1
application,3
news,1
has,3
been,4
greeted,1
by,3
everyone,1
company,3
level,1
of,16
enthusiasm,1
really,3
floors,1
me,7
back,2
deck,2
finally,1
cleared,1
construction,1
working,1
place,1
This,1
for,9
anyone,3
who,3
's,7
interested,1
consists,1
mainly,1
one,2
guy,1
spends,1
his,2
days,1
cursing,1
crew,1
Spanish-speaking,1
laborers,1
Construction,1
began,1
around,1
time,2
Nixon,1
getting,1
office,2
Consider,1
ball,1
rolling,1
health,1
review,1
made,1
myself,2
available,1
assignment,1
starting,2
March,1
2005,1
environment,1
again,1
Thursday,1
Cry,1
Oh,2
well,1
think,3
hitting,1
submit,1
button,1
tomorrow,1
might,1
actually,1
make,1
return,1
bearable,1
still,2
not,2
making,1
any,1
headway,1
family,2
In,1
fact,1
Mom,2
rallying,1
troops,1
(,4
aka,1
aunts,1
uncles,1
),4
against,1
Meanwhile,1
friends,1
have,2
supportive,1
idea,1
Thanks,1
all,2
It,1
frustrating,1
Here,1
want,1
into,1
world,1
pinch,1
adventure,1
maybe,1
help,2
some,1
people,2
process,1
earning,1
resentment,1
entire,1
freakin,1
',1
because,2
can,2
only,1
hope,1
over,1
cooler,1
heads,1
will,1
prevail,1
There,1
now,1
nationwide,1
girlfriend,1
hunt,1
yours,1
truly,1
hell,1
Mexico,1
ties,1
shit,1
could,1
go,2
international,1
obviously,1
cure,1
foolishness,1
is,4
laid,1
buy,1
something,2
Problem,1
solved,1
Life,1
so,1
sad,1
Had,1
spot,1
Sunday,3
night,3
insomnia,2
fueled,1
mostly,1
discussions,1
parents,2
yesterday,1
Thankfully,1
Jack,1
Daniels,1
helped,1
Whoever,1
charge,1
late,1
programming,1
shot,1
an,1
uncommon,1
phenomenon,1
TV,1
needs,1
there,1
their,2
hour,1
s,1
!,1
Jerks,1
Two,1
points,1
identify,1
bit,1
dialogue,1
favorite,1
bits,1
Hint,1
:,2
Director,1
Steven,1
Soderbergh,1
insists,1
it,2
meaningless,1
Back,1
About,1
Schmidt,2
moment,1
just,1
love,1
name,1
Does,1
else,1
feel,1
same,2
way,2
So,1
many,1
superfluous,1
letters,1
kooky,1
``,3
c,1
'',3
silent,1
d,1
Along,1
those,1
lines,1
took,1
Michael,1
Moore,1
memorize,1
spelling,1
Fahrenheit,1
Yes,1
adhering,1
own,1
rule,1
periods,1
do,1
n't,1
inside,1
quotation,1
marks,1
are,1
try,1
cook,1
lest,1
we,1
end,1
up,1
Axl,2
Bonfire,1
Grill,1
street,1
Let,1
see,1
corn,1
cob,1
fresh,1
from,1
grimy,1
stove-top,1
or,1
perhaps,1
walleye,1
salad,1
Decisions,1
decisions,1
